0,1,2,3,4,5,6,7,8,9,10,11,12,13,winner,turn,move_number
1,1,5,1,6,2,6,2,0,0,6,6,6,6,player_2,player_1,5
2,5,1,5,5,5,5,0,4,4,0,0,6,6,player_1,player_1,3
19,0,0,0,1,0,0,22,0,1,1,1,2,1,player_2,player_2,55
19,3,1,0,1,0,1,10,1,3,0,4,3,2,player_2,player_2,28
20,4,0,0,0,0,0,18,3,0,1,2,0,0,player_2,player_1,20
22,0,0,0,0,1,3,19,2,1,0,0,0,0,player_2,player_1,40
10,0,6,2,1,11,9,4,2,2,0,0,0,1,tie,player_2,20
12,1,1,0,1,7,6,9,0,3,1,0,4,3,tie,player_1,27
1,0,2,7,6,1,7,1,5,1,6,5,0,6,player_2,player_2,5
20,0,0,0,2,1,3,14,2,3,2,0,1,0,player_2,player_1,37
18,0,3,0,1,1,0,24,0,0,1,0,0,0,player_1,player_2,46
8,5,1,10,0,4,0,10,0,0,0,0,6,4,player_1,player_1,21
20,0,5,4,0,0,0,10,1,3,0,3,0,2,player_2,player_2,24
3,0,6,1,8,1,0,7,0,0,4,1,9,8,player_2,player_2,12
18,1,4,0,1,5,2,9,1,1,1,0,3,2,player_2,player_2,34
15,3,0,0,0,0,1,10,1,0,2,2,3,11,player_2,player_1,25
10,1,0,2,5,0,2,14,3,0,4,7,0,0,player_2,player_1,32
2,2,6,6,6,0,5,1,5,5,5,0,5,0,player_2,player_1,4
30,0,0,0,0,0,0,18,0,0,0,0,0,0,player_2,,38
9,6,1,3,0,9,2,8,0,0,6,2,1,1,player_2,player_1,22
14,3,1,0,2,2,1,13,1,0,1,0,9,1,player_1,player_1,17
7,4,1,3,9,1,0,6,1,1,0,1,1,13,player_1,player_1,19
15,2,0,0,0,1,4,12,2,1,2,7,1,1,player_1,player_2,34
3,1,0,1,1,8,7,3,1,3,3,8,7,2,player_2,player_2,9
14,1,0,1,0,0,7,19,2,0,0,0,0,4,player_1,player_2,35
8,1,3,0,1,5,6,15,2,0,2,5,0,0,player_2,player_1,26
20,2,5,0,3,1,1,15,1,0,0,0,0,0,player_1,player_2,49
5,7,0,1,6,1,0,7,1,0,0,10,9,1,player_1,player_1,13
20,2,2,2,0,0,1,10,1,1,0,5,3,1,player_2,player_1,23
1,0,5,1,6,6,5,1,4,4,0,5,5,5,player_2,player_2,3
16,1,0,2,1,0,0,19,0,4,0,5,0,0,player_1,player_1,45
16,0,0,1,0,2,0,24,0,0,1,0,0,4,player_1,player_2,51
13,0,0,7,2,0,1,9,0,6,2,6,1,1,player_2,player_2,29
20,0,1,0,1,0,1,23,1,0,0,0,0,1,player_1,player_2,38
2,0,2,7,6,6,1,2,5,5,0,6,5,1,player_1,player_1,5
9,0,2,0,11,4,8,9,0,0,3,0,0,2,player_1,player_2,22
10,1,1,1,1,4,4,20,0,3,3,0,0,0,tie,player_1,33
10,8,3,1,0,2,2,13,0,8,0,1,0,0,player_1,player_1,15
7,1,1,0,7,2,0,17,3,1,7,1,0,1,player_1,player_2,29
9,0,1,4,2,0,9,4,0,0,0,8,3,8,player_2,player_1,14
11,1,0,5,1,3,3,10,1,7,3,0,3,0,player_1,player_2,29
2,1,6,6,6,0,5,1,1,6,2,6,0,6,player_1,player_1,5
7,2,1,1,1,0,0,28,0,0,0,1,1,6,player_1,,33
12,1,0,6,5,0,0,22,0,0,0,0,1,1,player_1,player_1,32
19,0,0,1,0,2,1,21,0,0,0,0,4,0,player_1,player_1,44
8,1,1,4,1,2,0,19,0,4,3,0,4,1,player_1,player_1,25
16,2,1,0,1,0,3,21,2,0,0,2,0,0,player_1,player_2,18
2,6,4,4,4,0,0,2,6,6,0,2,6,6,player_1,player_1,4
8,0,14,0,11,6,2,5,0,0,0,0,0,2,player_1,player_2,18
11,1,3,0,0,0,5,20,3,0,3,0,2,0,player_1,player_1,47
25,0,0,0,0,0,0,23,0,0,0,0,0,0,player_2,,50
8,10,0,3,1,2,1,5,1,0,10,5,0,2,player_2,player_1,19
3,3,1,4,3,9,0,4,7,6,5,1,1,1,player_2,player_2,8
4,1,3,7,0,7,2,3,0,7,7,1,6,0,player_2,player_1,8
6,4,0,0,8,11,2,4,1,0,0,11,1,0,tie,player_1,20
13,0,1,0,1,1,1,22,0,0,2,3,4,0,player_1,player_1,44
1,1,5,5,5,5,4,0,4,4,4,0,5,5,player_1,player_1,2
1,1,6,5,5,5,4,0,4,4,4,4,0,5,player_2,player_1,2
15,2,4,2,0,1,0,20,1,1,1,1,0,0,player_1,player_2,49
18,1,0,0,1,2,5,17,0,1,0,0,0,3,player_1,player_2,45
0,4,0,1,6,6,6,1,4,4,4,4,4,4,player_1,player_2,2
10,0,4,0,2,0,7,21,0,1,1,1,0,1,player_1,player_2,39
7,2,0,9,0,0,0,18,2,2,0,2,0,6,player_1,player_2,31
2,5,5,0,2,3,7,3,2,6,1,6,6,0,player_2,player_2,6
3,7,0,6,5,1,1,3,7,6,0,6,1,2,player_1,player_1,6
13,2,1,3,4,0,1,10,0,1,4,5,2,2,player_1,player_1,28
17,0,0,2,1,0,0,24,0,0,0,0,0,4,player_1,player_2,40
6,9,1,2,2,4,1,5,2,0,1,1,10,4,player_1,player_1,14
4,3,7,7,2,0,2,3,3,2,0,3,10,2,player_2,player_1,12
11,0,0,0,0,10,0,15,1,1,5,2,0,3,player_2,player_1,48
2,6,5,1,0,6,1,3,6,6,0,0,6,6,player_1,player_1,5
24,0,2,0,0,1,1,17,1,0,0,1,1,0,player_2,player_1,27
2,0,0,4,3,4,9,5,6,6,5,4,0,0,player_2,player_2,8
15,0,0,1,0,2,0,9,1,1,0,0,10,9,player_2,player_2,21
7,0,1,3,2,2,2,11,0,2,6,1,0,11,player_1,player_1,23
5,3,2,0,2,2,4,22,3,1,2,0,1,1,player_1,player_2,23
18,3,0,1,4,1,1,7,4,3,2,0,2,2,player_2,player_2,22
11,0,2,2,1,0,0,19,0,0,4,4,1,4,player_1,player_1,25
11,0,3,0,4,2,6,13,1,2,2,0,1,3,player_2,player_2,30
16,0,0,4,0,1,1,14,4,0,0,0,2,6,player_2,player_2,35
16,0,1,1,2,0,2,13,1,4,0,1,0,7,player_2,player_2,44
24,1,0,0,1,2,0,15,0,0,0,0,4,1,player_2,player_1,37
2,0,7,5,5,5,0,1,0,1,7,6,1,8,player_2,player_1,7
17,1,4,0,1,1,0,22,1,0,1,0,0,0,player_2,player_2,44
0,0,0,6,6,6,0,2,5,1,6,6,5,5,player_1,player_2,4
0,0,0,0,8,8,6,2,4,0,5,5,5,5,player_2,player_2,5
23,0,0,0,0,0,3,21,0,0,0,0,1,0,player_2,player_1,38
2,1,7,6,2,6,6,1,5,4,4,4,0,0,player_2,player_1,4
15,2,3,2,2,1,0,9,0,0,11,1,0,2,player_2,player_1,18
4,0,0,4,3,2,2,23,2,3,1,3,0,1,player_1,player_2,16
2,0,6,5,5,1,6,1,5,5,0,5,1,6,player_2,player_2,4
7,0,0,6,1,5,1,10,5,1,3,3,6,0,player_1,player_2,20
6,1,1,5,0,4,0,14,0,2,1,6,6,2,player_1,player_1,16
16,0,0,0,1,0,0,11,0,0,1,12,0,7,player_2,player_1,24
9,5,0,1,2,7,0,16,0,2,2,2,0,2,player_1,player_1,25
3,1,2,1,9,3,3,6,6,0,7,0,0,7,player_2,player_1,12
22,0,0,0,3,1,2,18,0,0,0,1,0,1,player_2,player_1,30
8,2,1,8,3,7,0,6,1,3,1,2,6,0,player_1,player_1,23
14,0,1,0,0,0,8,12,12,1,0,0,0,0,player_2,player_1,28
4,0,1,3,0,4,2,10,0,13,1,2,6,2,player_1,player_2,18
17,7,1,0,3,0,1,12,5,1,0,0,0,1,player_2,player_1,34
4,3,2,0,9,2,9,3,6,1,0,1,8,0,player_2,player_2,11
4,7,0,7,1,4,1,12,0,2,7,0,1,2,player_1,player_1,11
1,4,4,0,5,0,6,2,0,1,7,6,6,6,player_1,player_1,4
6,1,0,3,0,0,3,12,0,2,7,0,1,13,player_2,player_2,26
1,1,6,2,6,6,0,2,5,5,5,5,4,0,player_1,player_2,4
23,0,0,0,0,0,3,19,0,0,0,3,0,0,player_2,player_1,50
3,0,6,5,1,1,1,4,1,0,8,2,9,7,player_2,player_1,8
22,1,0,6,1,4,0,13,0,0,0,0,0,1,player_2,player_1,40
3,3,1,0,4,2,8,4,8,3,1,8,1,2,player_2,player_2,9
8,4,4,0,1,10,0,7,0,0,2,1,6,5,player_2,player_1,16
1,5,0,6,0,7,6,2,5,4,4,4,4,0,player_2,player_2,4
19,4,1,0,0,0,2,14,0,0,1,0,2,5,player_2,player_1,24
3,0,2,0,4,0,8,14,2,9,2,1,3,0,player_1,player_2,13
7,0,0,4,1,0,0,22,6,5,1,0,1,1,player_1,player_1,33
10,10,0,0,0,2,0,10,1,0,0,4,0,11,player_2,player_2,24
6,0,0,2,10,5,3,10,5,2,0,2,0,3,player_1,player_2,25
4,8,0,2,4,2,2,6,1,5,1,6,5,2,player_2,player_2,22
5,2,5,4,0,1,5,9,4,1,1,3,3,5,tie,player_2,20
14,1,0,0,5,4,1,7,0,1,0,3,0,12,player_2,player_1,23
17,1,4,0,2,0,1,17,0,0,4,0,1,1,player_1,player_1,31
6,3,0,3,1,4,3,7,1,2,9,4,5,0,player_1,player_1,14
18,1,0,1,0,11,9,3,0,2,0,0,3,0,player_2,player_1,18
8,1,3,1,0,8,5,7,4,3,5,0,1,2,player_1,player_2,19
6,5,2,1,0,0,3,19,3,0,1,2,5,1,player_1,player_1,23
10,0,1,3,8,3,1,10,2,0,2,2,0,6,player_2,player_1,28
4,7,7,0,4,0,1,5,0,2,5,2,2,9,player_2,player_1,12
19,3,0,2,0,2,0,7,1,2,0,11,1,0,player_2,player_2,23
1,0,0,0,0,4,2,5,1,10,8,1,8,8,player_1,player_2,10
13,6,0,6,0,2,0,20,0,0,0,0,0,1,player_1,player_2,34
7,0,0,7,1,6,0,2,1,3,7,7,7,0,player_2,player_2,7
1,1,6,6,5,5,4,0,4,4,4,4,4,0,player_2,player_1,2
7,0,1,3,9,7,0,3,1,6,6,1,4,0,tie,player_2,13
17,0,0,0,0,6,1,10,0,3,1,1,8,1,player_2,player_2,27
8,1,11,8,7,0,2,3,0,2,2,0,2,2,player_1,player_1,16
14,2,3,1,0,4,0,9,1,5,2,3,2,2,player_2,player_2,36
14,13,0,0,2,0,3,11,0,0,0,0,5,0,player_2,player_1,35
7,11,1,3,2,0,0,14,0,2,3,0,4,1,player_1,player_1,19
4,1,0,5,2,0,0,6,1,1,0,13,8,7,player_2,player_2,20
22,1,0,1,1,0,0,20,1,0,0,0,1,1,player_2,player_2,38
8,3,1,11,7,1,0,3,1,3,3,5,1,1,player_2,player_2,15
4,1,2,4,7,0,3,4,0,2,8,2,8,3,tie,player_2,9
19,0,0,3,0,1,0,17,0,6,2,0,0,0,player_2,player_2,22
9,4,3,12,1,1,0,9,5,0,1,1,1,1,tie,player_2,22
0,4,4,0,5,1,1,3,0,8,6,6,5,5,player_2,player_1,5
18,0,0,0,2,2,1,22,0,0,0,1,1,1,player_1,player_2,42
13,0,0,0,0,2,0,15,4,0,0,1,13,0,player_2,player_1,28
13,0,0,2,0,0,0,22,0,0,0,2,0,9,player_1,player_2,40
7,0,0,1,6,3,1,16,1,0,3,0,10,0,player_2,player_2,34
20,0,4,0,2,0,1,11,3,1,0,3,1,2,player_2,player_2,40
7,11,1,3,1,1,0,6,1,4,9,0,1,3,player_2,player_1,17
1,5,1,1,6,6,0,2,0,7,7,6,1,5,player_2,player_1,6
3,7,2,1,0,3,8,4,6,6,5,0,2,1,player_1,player_1,8
23,0,0,0,0,7,0,15,2,0,1,0,0,0,player_2,player_2,39
19,0,1,1,0,8,0,16,0,2,0,0,0,1,tie,player_2,26
22,0,2,0,0,1,0,15,2,1,1,4,0,0,player_2,player_2,41
3,5,5,0,0,6,0,3,0,2,7,2,8,7,player_1,player_2,6
5,3,0,4,9,0,2,12,2,0,2,0,8,1,player_2,player_2,14
15,2,1,0,0,1,1,15,3,5,0,1,3,1,player_2,player_2,30
3,1,0,0,8,3,7,3,7,1,8,0,7,0,player_2,player_2,10
4,7,1,9,6,0,6,1,5,1,6,0,1,1,player_2,player_1,9
9,2,2,0,2,2,3,8,0,2,7,8,2,1,player_1,player_1,28
23,1,2,0,1,1,0,9,2,0,0,0,7,2,player_2,player_1,39
15,8,6,6,2,1,0,2,0,6,0,2,0,0,player_2,player_1,9
5,2,4,2,1,5,4,8,2,2,9,1,3,0,player_1,player_1,16
14,0,0,1,8,1,4,10,1,2,0,3,4,0,player_1,player_2,24
3,0,7,1,0,7,3,4,7,1,7,1,6,1,player_2,player_2,7
1,5,0,5,0,6,1,2,2,0,8,7,6,5,player_2,player_1,6
5,1,1,0,1,1,0,11,2,0,0,14,1,11,player_1,player_1,24
7,3,1,6,2,1,4,15,3,4,1,1,0,0,player_1,player_1,21
5,1,0,3,1,5,6,6,1,0,1,0,10,9,player_2,player_1,16
4,3,4,0,0,2,3,4,3,9,1,0,10,5,tie,player_2,15
8,1,0,0,0,3,1,8,1,9,1,0,6,10,player_2,player_2,17
4,3,2,1,10,9,6,2,2,0,0,7,0,2,player_1,player_1,9
25,0,0,4,1,1,0,14,0,0,3,0,0,0,player_2,,38
14,0,2,0,0,1,2,17,1,5,1,2,2,1,tie,player_2,46
6,0,1,0,0,1,5,21,1,2,2,1,4,4,player_1,player_2,31
16,0,1,0,0,8,3,13,2,4,1,0,0,0,player_2,player_1,32
7,0,0,1,3,0,8,9,2,1,9,5,3,0,player_1,player_2,23
21,2,2,0,0,1,0,17,1,2,1,0,1,0,player_1,player_1,23
22,0,0,1,0,1,1,13,0,1,0,2,4,3,player_2,player_2,38
15,0,0,0,0,0,1,20,0,0,0,10,2,0,player_2,player_1,54
16,1,3,6,0,5,1,10,0,0,1,1,4,0,player_2,player_1,30
2,6,0,0,2,10,0,3,0,10,1,7,7,0,player_1,player_2,13
24,0,0,0,0,0,2,20,1,0,0,0,1,0,player_2,player_2,61
3,7,1,7,1,7,0,2,6,6,5,1,2,0,player_2,player_2,7
22,0,0,2,0,0,0,12,8,1,0,0,0,3,player_2,player_1,20
2,0,1,0,9,2,1,5,1,1,10,7,0,9,player_1,player_2,16
19,0,0,0,2,5,0,21,0,0,0,1,0,0,tie,player_1,63
2,6,5,0,5,1,2,3,6,6,0,0,6,6,player_2,player_1,5
18,0,0,2,0,0,0,16,1,0,3,7,1,0,player_2,player_2,57
14,2,0,0,1,1,1,21,0,3,0,2,0,3,player_1,player_1,44
1,0,1,6,6,6,6,0,4,4,4,0,5,5,player_1,player_2,3
11,0,0,2,9,7,0,2,1,6,6,2,2,0,player_2,player_2,9
17,2,0,3,0,2,0,10,0,3,3,1,4,3,player_2,player_1,26
26,0,5,0,2,0,1,10,0,0,2,0,2,0,player_2,,26
21,1,1,0,0,1,3,11,0,2,3,0,5,0,player_2,player_1,29
0,4,0,5,0,6,0,2,6,1,7,6,6,5,player_1,player_2,5
21,0,0,0,0,6,4,12,0,0,1,3,1,0,player_2,player_2,43
19,1,0,3,1,2,1,10,5,1,1,3,1,0,player_2,player_2,26
4,3,8,0,0,3,0,13,0,4,10,0,0,3,player_1,player_1,16
7,2,3,3,2,0,1,13,4,2,1,3,1,6,player_1,player_2,19
7,0,9,2,2,2,2,6,3,1,0,4,0,10,tie,player_2,14
10,1,0,9,2,2,2,4,3,4,7,3,0,1,player_2,player_1,20
6,2,5,0,1,1,1,7,2,6,4,11,2,0,player_1,player_2,17
15,2,2,0,4,2,0,18,0,0,1,0,2,2,tie,player_1,33
3,7,3,4,2,0,3,5,7,3,8,1,2,0,player_1,player_2,11
11,2,2,0,2,1,11,9,2,1,0,2,4,1,player_1,player_2,28
11,0,0,1,0,5,1,23,2,0,0,0,1,4,player_1,player_2,33
12,0,2,2,1,1,6,17,1,0,2,2,0,2,player_1,player_1,43
6,2,10,0,8,2,0,3,0,0,8,0,9,0,player_1,player_1,15
10,3,1,2,0,1,9,11,0,2,2,1,2,4,player_1,player_1,14
11,0,0,0,9,2,2,11,0,1,0,8,1,3,player_2,player_1,34
2,1,0,3,7,7,3,3,6,5,5,0,0,6,player_2,player_2,6
26,0,0,0,0,0,4,17,0,0,0,0,0,1,player_2,,46
7,1,1,0,2,1,1,13,1,1,3,4,1,12,player_1,player_2,27
5,0,0,2,8,1,9,3,0,2,0,9,9,0,player_2,player_1,17
20,0,2,1,3,0,4,9,0,0,0,7,2,0,player_2,player_1,30
2,5,0,5,1,6,6,2,5,4,0,0,6,6,player_2,player_1,4
1,5,1,6,0,6,6,1,1,6,5,5,5,0,player_2,player_1,4
17,0,2,5,1,2,1,7,0,0,3,0,2,8,player_2,player_2,22
11,1,0,3,2,4,4,13,8,1,1,0,0,0,player_1,player_2,15
2,1,0,8,2,1,8,11,2,1,7,5,0,0,player_2,player_2,10
7,0,9,2,4,0,1,7,7,1,4,0,3,3,player_1,player_2,19
7,5,2,0,1,1,9,4,1,2,5,3,2,6,player_2,player_2,13
8,0,2,0,2,4,4,13,0,1,3,5,5,1,player_1,player_1,33
3,1,4,0,3,1,0,13,3,1,3,1,5,10,player_1,player_2,19
14,2,5,1,3,3,4,11,3,0,0,0,0,2,player_2,player_1,43
17,1,1,0,0,0,1,24,1,2,0,1,0,0,player_1,player_2,32
10,5,0,1,3,5,0,18,0,0,1,2,3,0,player_1,player_1,34
7,0,4,3,0,1,9,9,3,0,4,4,0,4,player_1,player_2,21
12,0,1,0,0,0,0,20,4,1,1,9,0,0,player_1,player_2,33
9,0,12,0,1,3,9,8,0,0,2,0,4,0,player_2,player_2,30
21,0,2,0,3,1,0,17,0,0,0,0,4,0,player_1,player_2,44
18,2,1,1,0,1,3,19,0,0,0,0,2,1,player_1,player_2,33
7,0,6,0,1,2,4,18,2,0,0,5,1,2,player_1,player_2,22
7,3,0,7,3,6,1,8,5,1,4,2,0,1,player_1,player_2,18
6,0,0,0,14,1,1,19,1,1,0,0,2,3,player_1,player_2,25
3,6,2,0,1,0,8,3,2,1,3,8,3,8,player_2,player_2,8
4,8,0,6,0,1,3,4,8,1,1,7,2,3,player_1,player_2,9
13,1,0,0,0,10,0,22,0,2,0,0,0,0,player_1,player_1,40
3,7,2,4,2,0,1,4,2,8,1,8,3,3,player_1,player_2,10
7,0,5,2,1,0,8,8,10,1,1,2,0,3,player_1,player_1,19
1,0,5,5,1,6,0,2,1,2,3,8,7,7,player_2,player_2,6
12,0,1,0,2,0,2,12,3,2,8,6,0,0,player_1,player_1,14
15,1,0,4,0,1,4,17,1,1,1,3,0,0,player_1,player_2,34
13,0,9,1,0,0,0,17,0,0,1,2,2,3,player_2,player_2,39
2,6,6,1,0,0,1,4,1,0,2,9,9,7,player_1,player_1,9
5,2,4,0,1,1,2,18,8,2,1,3,0,1,player_1,player_1,18
14,2,1,8,3,2,1,3,1,1,0,0,10,2,player_2,player_1,14
7,4,8,0,1,9,7,2,5,0,0,2,2,1,player_2,player_1,12
2,5,5,0,0,1,7,3,0,7,6,5,1,6,player_2,player_2,5
3,5,5,0,6,1,6,2,6,0,1,6,0,7,player_2,player_2,5
21,0,0,0,0,2,0,23,0,0,0,2,0,0,player_1,player_1,40
14,3,0,0,0,9,4,16,2,0,0,0,0,0,player_1,player_1,22
10,0,0,0,1,2,2,17,0,5,6,1,1,3,player_1,player_2,33
16,0,2,0,2,1,0,18,0,3,1,1,3,1,player_2,player_1,39
1,1,6,5,5,0,5,8,0,0,5,0,6,6,player_2,player_1,4
5,4,0,4,2,0,1,9,2,0,6,2,4,9,player_2,player_1,17
20,3,1,3,4,0,0,13,0,1,0,0,0,3,player_2,player_2,34
1,0,6,5,1,6,0,9,0,1,0,7,6,6,player_1,player_2,5
2,2,6,6,0,0,6,2,6,1,0,2,8,7,player_1,player_1,8
11,3,0,3,2,0,0,13,1,0,3,1,3,8,player_1,player_2,33
6,5,0,1,1,1,1,17,9,3,2,1,1,0,player_2,player_2,17
1,0,7,5,5,5,4,0,4,4,4,4,0,5,tie,player_2,3
1,0,2,6,6,6,6,0,4,4,4,4,0,5,player_2,player_2,3
0,4,4,4,0,5,5,1,5,0,5,5,5,5,player_1,player_1,2
2,6,1,1,0,8,1,5,2,1,8,7,6,0,player_1,player_2,9
18,0,1,2,3,2,4,10,4,1,1,2,0,0,player_2,player_1,22
16,0,0,0,1,8,2,9,0,2,0,0,0,10,player_2,player_1,15
1,4,4,4,4,0,5,1,5,5,0,5,5,5,player_1,player_2,2
5,2,3,9,1,1,3,9,1,0,1,5,6,2,player_2,player_1,18
5,1,9,3,0,2,1,11,1,3,2,5,2,3,player_2,player_2,14
1,5,0,1,1,7,2,4,1,0,7,7,6,6,player_2,player_1,6
4,7,1,2,7,7,0,4,6,0,1,2,7,0,player_2,player_1,9
6,5,10,3,0,0,0,7,0,0,4,2,11,0,player_2,player_1,17
17,0,1,0,1,0,2,19,2,2,0,0,4,0,tie,player_1,27
17,0,0,1,9,0,6,2,6,5,0,0,0,2,player_2,player_2,12
6,3,0,3,2,5,0,7,1,2,11,3,3,2,player_2,player_2,15
13,1,2,2,2,2,0,17,2,2,0,3,0,2,player_2,player_1,33
3,2,7,6,6,1,1,8,1,6,6,0,1,0,player_1,player_1,6
2,1,6,6,6,5,4,0,4,4,0,5,5,0,player_2,player_1,3
6,4,0,2,0,4,1,16,0,4,2,2,6,1,player_1,player_1,19
0,4,0,5,5,0,6,1,5,1,6,5,5,5,player_2,player_2,3
22,0,1,3,0,0,1,16,3,0,0,0,1,1,player_2,player_1,64
2,5,5,4,0,0,6,2,6,0,6,5,1,6,player_1,player_2,4
20,0,2,0,0,1,1,17,0,0,0,0,2,5,player_1,player_2,41
8,4,0,1,2,1,5,6,10,9,0,0,0,2,tie,player_2,18
8,4,2,0,0,9,2,4,2,1,0,10,4,2,player_2,player_1,12
5,1,3,4,3,0,5,7,2,1,1,3,9,4,player_1,player_2,15
11,8,2,0,2,1,3,14,2,0,1,2,2,0,player_1,player_1,35
7,0,3,2,3,6,1,9,3,9,0,1,2,2,player_1,player_1,19
20,3,0,0,0,1,0,21,0,0,0,1,1,1,player_1,player_1,53
4,1,3,5,4,12,0,14,1,0,1,1,1,1,player_1,player_1,19
14,1,2,1,1,2,0,21,0,0,3,0,0,3,player_1,player_1,37
4,2,3,9,1,3,0,5,8,2,0,8,1,2,player_1,player_2,11
17,0,2,0,0,3,3,8,0,0,1,1,12,1,player_2,player_2,30
14,0,2,2,0,2,7,6,3,1,4,3,0,4,player_1,player_1,24
1,0,7,6,1,0,0,3,0,1,11,2,9,7,player_2,player_1,12
7,9,0,3,0,2,0,4,8,0,8,2,2,3,player_2,player_2,11
7,0,2,4,2,3,2,7,10,2,8,0,0,1,player_1,player_1,17
4,1,7,1,7,0,6,2,5,1,6,0,7,1,player_1,player_1,7
13,3,1,0,1,3,0,19,1,3,0,1,0,3,player_2,player_1,35
18,5,1,0,0,0,2,10,3,0,0,2,4,3,player_2,player_1,38
25,0,0,0,0,0,0,23,0,0,0,0,0,0,player_2,,41
1,5,1,6,5,0,6,1,1,6,6,5,0,5,player_2,player_1,4
1,5,1,0,6,6,6,1,5,5,4,4,4,0,player_2,player_2,3
13,0,1,1,6,1,1,9,3,6,1,0,4,2,player_2,player_1,24
10,0,0,0,6,1,6,4,0,1,8,6,0,6,player_2,player_2,9
5,1,1,0,9,1,7,3,2,7,0,2,8,2,player_2,player_1,9
13,0,7,0,1,0,0,22,0,0,2,0,3,0,player_1,player_1,30
8,2,3,1,3,10,0,6,1,1,3,5,0,5,player_2,player_2,21
13,1,4,0,3,0,1,9,1,3,5,3,0,5,player_2,player_1,26
19,0,3,0,0,0,6,17,0,0,1,0,2,0,tie,player_2,33
12,4,0,0,2,2,0,17,2,5,2,2,0,0,player_1,player_2,30
15,0,2,4,1,3,1,18,0,0,0,2,1,1,player_2,player_2,40
18,2,1,1,4,2,0,9,0,2,9,0,0,0,player_2,player_1,28
18,2,0,0,1,6,0,18,1,0,2,0,0,0,tie,player_1,48
17,6,0,4,2,0,2,8,1,1,0,6,1,0,player_2,player_1,28
4,0,11,7,0,7,6,1,5,5,0,2,0,0,player_2,player_2,10
6,1,7,0,11,0,9,6,0,0,8,0,0,0,player_1,player_2,17
2,0,0,0,2,8,7,11,1,0,8,2,0,7,player_1,player_2,10
1,1,0,0,7,7,0,3,1,8,6,6,2,6,player_1,player_2,7
11,1,0,2,2,1,5,7,1,6,0,7,1,4,player_1,player_2,28
12,0,4,1,3,1,1,14,2,0,3,1,2,4,player_2,player_2,35
9,1,3,1,6,6,0,7,2,0,1,5,1,6,player_2,player_1,19
5,5,5,1,0,3,5,18,3,0,1,1,0,1,player_1,player_1,21
3,0,6,0,6,6,1,2,1,7,6,5,5,0,player_2,player_2,5
11,0,0,9,1,8,7,1,0,1,1,1,8,0,player_2,player_1,10
5,3,7,0,3,1,2,6,4,1,2,4,1,9,player_1,player_2,15
17,0,9,0,1,0,0,16,1,0,2,2,0,0,player_1,player_1,37
11,2,3,5,5,0,0,11,2,3,0,1,3,2,player_1,player_2,28
23,0,0,0,0,1,5,15,0,1,0,2,1,0,player_2,player_2,41
16,3,0,2,1,0,1,22,0,0,0,1,1,1,player_1,player_2,51
2,1,5,0,6,6,1,8,0,6,0,1,6,6,player_1,player_1,6
1,1,5,1,0,7,6,2,5,5,5,0,5,5,player_2,player_2,4
10,1,1,1,7,2,1,15,0,3,0,2,1,4,tie,player_1,27
1,0,2,7,6,6,0,2,5,1,6,6,0,6,player_2,player_2,6
9,0,2,1,3,1,1,15,2,6,6,0,2,0,player_1,player_2,15
13,6,1,3,1,2,0,16,1,1,0,3,1,0,player_1,player_1,39
9,3,1,0,2,0,4,5,0,0,12,9,0,3,player_2,player_1,15
13,0,2,3,4,0,1,15,3,0,1,0,2,4,player_1,player_2,29
8,0,0,10,1,1,0,5,8,2,0,6,6,1,player_2,player_1,16
5,0,0,7,1,1,0,7,5,1,0,15,6,0,player_2,player_2,26
5,2,1,1,5,2,0,10,11,1,0,4,1,5,player_1,player_1,17
10,1,1,5,0,0,4,20,3,1,0,0,3,0,player_1,player_1,25
8,1,0,5,1,10,2,4,1,10,0,3,3,0,player_1,player_1,18
20,0,2,0,0,4,1,19,0,0,0,1,1,0,player_1,player_2,53
5,2,0,11,0,11,11,2,0,0,3,0,0,3,player_1,player_2,15
15,1,0,3,1,4,1,18,1,0,2,1,1,0,player_1,player_1,46
16,0,8,0,3,2,1,9,0,3,0,1,2,3,player_2,player_2,36
31,0,0,0,0,0,0,17,0,0,0,0,0,0,player_2,,33
6,2,2,0,0,0,0,10,1,5,0,2,3,17,player_2,player_2,29
10,1,1,0,0,7,7,8,1,7,0,3,2,1,player_2,player_1,10
1,0,6,2,1,7,7,2,0,6,5,5,5,1,player_1,player_1,5
9,1,2,2,2,0,8,11,0,0,0,2,11,0,player_1,player_1,39
2,1,0,2,0,0,10,12,1,11,0,0,2,7,player_2,player_2,12
2,6,0,7,0,7,6,1,5,0,5,0,2,7,player_2,player_1,8
19,0,2,0,0,0,1,7,1,0,4,2,11,1,player_2,player_1,24
2,1,5,0,6,6,0,2,6,1,2,3,7,7,player_2,player_2,6
5,2,1,8,7,1,0,8,2,2,9,0,1,2,player_1,player_1,19
5,8,1,2,1,1,0,7,4,2,5,9,3,0,player_1,player_2,13
7,1,6,0,0,7,2,10,0,1,0,0,4,10,player_2,player_1,16
9,2,0,0,0,0,3,19,0,0,1,12,1,1,player_1,player_2,23
2,1,0,7,6,1,6,2,6,2,1,6,6,2,player_2,player_2,7
11,1,0,1,1,3,6,16,1,3,4,0,1,0,player_1,player_2,31
4,6,0,1,0,8,7,2,6,0,0,2,3,9,player_2,player_1,12
2,5,5,5,5,0,0,2,6,6,1,6,5,0,player_2,player_2,4
