0,1,2,3,4,5,6,7,8,9,10,11,12,13,winner,turn,move_number
12,2,7,0,4,0,1,13,1,0,1,2,4,1,player_2,player_2,26
15,0,0,2,0,0,0,20,0,0,3,5,3,0,player_2,player_2,29
15,0,4,0,0,1,0,12,1,1,1,2,11,0,player_2,player_2,26
2,6,1,6,0,6,1,8,1,6,1,5,5,0,player_1,player_2,5
19,4,0,2,0,4,0,14,0,0,0,3,0,2,player_1,player_1,30
17,0,0,0,4,0,0,12,0,0,1,14,0,0,player_2,player_1,23
5,2,0,0,1,8,2,11,0,2,8,0,2,7,player_1,player_1,11
4,1,5,0,0,3,4,6,1,10,0,3,11,0,player_2,player_2,16
23,10,0,0,1,0,2,10,0,1,0,0,0,1,player_2,player_2,33
21,0,0,0,2,0,0,13,0,0,1,1,0,10,player_2,player_1,18
3,7,0,2,0,2,0,10,0,9,0,2,12,1,player_2,player_2,14
2,5,0,2,7,6,6,1,0,5,1,0,7,6,tie,player_2,7
12,1,5,2,1,2,0,21,0,1,0,3,0,0,player_1,player_1,29
8,5,0,1,4,3,1,7,1,0,13,3,1,1,player_2,player_1,19
8,5,0,0,3,0,3,16,5,0,1,0,0,7,player_1,player_1,22
2,0,6,5,1,6,6,1,5,4,0,0,6,6,player_2,player_2,4
0,4,0,1,6,6,6,1,0,5,5,5,5,4,player_1,player_1,3
11,1,2,0,4,11,3,4,8,2,1,1,0,0,player_2,player_2,13
1,5,0,5,1,2,7,2,1,6,0,6,6,6,player_2,player_2,5
4,7,3,8,1,1,2,3,3,8,0,7,0,1,player_2,player_1,9
17,2,0,2,3,2,4,16,1,0,0,0,0,1,player_1,player_2,46
1,5,0,5,5,0,6,1,5,5,5,0,5,5,player_1,player_2,3
10,1,4,0,5,0,2,19,2,0,4,0,0,1,player_1,player_1,28
12,6,2,1,4,5,0,14,0,0,1,0,0,3,player_1,player_1,26
26,0,0,0,0,0,0,22,0,0,0,0,0,0,player_2,,44
4,2,0,8,1,7,1,3,1,8,0,8,2,3,player_1,player_2,9
17,0,0,0,0,0,0,31,0,0,0,0,0,0,player_1,,25
11,3,0,5,1,3,4,8,0,12,0,0,0,1,player_2,player_2,28
3,6,6,0,1,0,7,3,7,1,0,8,3,3,player_2,player_2,10
20,1,4,0,4,1,5,6,1,2,1,1,1,1,player_2,player_2,16
1,0,2,7,6,6,0,7,0,1,6,6,0,6,player_1,player_2,5
1,1,6,6,5,0,5,1,5,5,5,4,4,0,player_2,player_2,3
0,4,4,4,4,0,5,1,5,5,4,4,4,4,player_1,player_2,1
16,0,2,0,0,2,1,8,2,0,11,0,3,3,player_2,player_2,23
4,2,0,2,8,8,7,2,0,2,2,0,9,2,player_2,player_1,10
12,0,0,2,0,4,1,15,1,4,0,8,0,1,player_1,player_1,30
21,0,2,1,0,0,0,18,1,2,0,0,3,0,tie,player_2,50
1,5,0,5,5,5,5,0,4,4,4,0,5,5,player_1,player_1,2
15,1,5,1,0,0,2,23,1,0,0,0,0,0,player_1,player_1,40
8,4,2,0,1,3,0,12,3,2,0,1,3,9,player_2,player_2,26
12,1,1,2,1,1,2,17,0,0,11,0,0,0,player_1,player_1,41
4,3,7,1,2,8,7,2,6,0,0,6,2,0,player_2,player_1,7
3,0,4,1,0,3,6,12,5,0,0,0,13,1,player_1,player_1,18
12,0,1,2,0,1,2,19,1,3,0,0,2,5,player_1,player_2,43
4,8,0,8,0,0,1,12,0,8,1,1,2,3,player_1,player_1,11
2,1,0,2,3,8,8,3,6,4,4,0,0,7,player_2,player_1,7
19,2,3,2,1,6,2,4,1,1,1,0,2,4,player_2,player_1,31
11,2,0,0,3,2,2,11,3,0,1,4,1,8,player_2,player_1,35
4,2,1,0,3,11,0,12,0,2,2,0,0,11,player_1,player_2,17
0,0,1,6,2,7,0,2,0,0,8,8,8,6,player_2,player_1,8
6,0,7,6,0,2,0,5,1,10,0,2,1,8,player_1,player_2,10
5,3,0,2,4,0,8,8,5,3,2,0,8,0,player_1,player_2,15
11,1,0,1,2,1,0,12,0,8,1,6,1,4,player_2,player_2,38
20,0,0,0,1,1,3,19,1,0,2,0,1,0,player_2,player_2,54
10,2,0,3,0,3,2,14,1,0,6,5,1,1,player_1,player_1,38
13,0,0,5,2,0,4,8,0,0,2,1,12,1,player_1,player_1,25
6,1,4,1,1,6,2,10,2,3,1,4,4,3,player_1,player_1,25
15,3,0,4,1,5,0,13,0,1,3,1,2,0,player_2,player_2,35
18,0,0,0,0,1,0,24,0,1,1,2,0,1,player_1,player_1,59
10,0,2,0,0,12,2,6,0,6,1,2,2,5,player_2,player_1,30
10,0,4,1,2,2,0,14,0,2,1,4,3,5,player_2,player_1,36
5,1,3,10,0,1,1,11,4,3,0,3,5,1,player_1,player_1,15
22,0,0,2,1,4,0,14,0,0,1,2,1,1,player_2,player_1,45
20,0,0,4,2,0,3,8,1,1,0,4,0,5,player_1,player_1,29
4,3,9,3,2,1,2,15,5,2,0,1,1,0,player_1,player_1,20
7,4,1,1,6,0,1,13,1,0,5,2,0,7,player_2,player_2,25
9,8,0,0,3,2,3,9,3,0,11,0,0,0,player_1,player_2,20
7,4,0,0,0,2,4,11,4,2,11,3,0,0,player_2,player_2,17
7,4,12,3,1,2,0,8,3,1,2,0,5,0,player_2,player_1,19
17,3,5,1,1,0,2,8,0,0,1,2,5,3,player_2,player_2,26
9,1,3,4,1,0,0,20,6,1,1,0,0,2,player_1,player_1,23
8,10,1,4,1,0,5,5,0,9,0,2,0,3,player_2,player_1,16
2,5,1,0,7,6,6,1,5,5,0,5,5,0,player_1,player_2,4
1,4,0,5,5,5,0,1,0,2,3,8,7,7,player_1,player_1,5
6,0,0,11,0,0,9,2,0,3,5,5,1,6,player_1,player_2,18
5,2,0,4,1,3,3,7,11,10,0,0,0,2,player_2,player_1,21
17,6,3,0,1,0,6,14,0,0,0,0,0,1,player_1,player_2,36
0,4,4,4,4,4,0,1,0,6,6,5,5,5,player_1,player_1,2
8,1,0,9,0,6,6,1,0,6,5,5,0,1,player_2,player_2,7
6,3,11,9,4,0,0,5,2,3,1,1,3,0,player_1,player_1,14
8,0,0,0,0,1,1,11,14,1,5,3,1,3,player_1,player_2,22
2,6,6,5,0,5,0,2,6,5,5,0,5,1,player_1,player_1,4
19,1,0,2,0,2,1,13,1,2,0,5,1,1,player_2,player_2,28
4,8,3,1,0,7,1,4,0,0,3,4,4,9,player_2,player_2,16
6,2,10,1,4,0,7,7,3,0,0,0,8,0,player_1,player_2,16
17,0,0,0,3,0,4,15,0,2,0,0,6,1,player_2,player_1,29
25,0,0,0,4,1,1,15,0,0,1,1,0,0,player_2,,43
16,2,4,1,3,0,1,8,1,0,2,9,1,0,player_2,player_1,15
5,0,2,9,9,0,2,3,7,6,1,3,1,0,player_2,player_2,11
20,0,0,2,2,0,1,18,0,0,2,3,0,0,player_2,player_1,46
4,3,3,5,2,0,7,5,1,3,2,1,2,10,player_1,player_2,17
14,0,1,0,0,0,1,21,0,1,0,10,0,0,player_1,player_2,26
9,2,4,0,7,0,4,9,6,2,2,0,1,2,tie,player_2,21
10,2,0,3,0,0,4,10,4,12,1,0,2,0,player_1,player_2,22
1,0,5,5,5,0,5,3,0,0,6,6,6,6,player_2,player_2,4
3,6,2,6,0,1,7,2,6,1,0,6,6,2,player_1,player_2,6
3,0,0,0,11,4,1,15,2,1,3,5,3,0,player_1,player_2,16
14,0,2,0,1,7,1,5,1,0,11,1,3,2,player_2,player_1,16
5,8,1,0,3,0,5,5,9,0,3,3,1,5,player_1,player_2,14
12,0,0,5,0,5,5,12,0,7,0,0,0,2,player_2,player_2,25
5,8,1,2,1,1,0,10,2,8,0,9,0,1,player_1,player_1,16
4,7,1,4,8,7,0,4,6,0,6,0,0,1,player_1,player_1,9
2,1,3,8,7,7,0,7,0,1,6,0,6,0,player_2,player_1,6
16,0,0,0,0,1,1,23,1,1,2,3,0,0,player_1,player_2,34
19,2,0,0,0,0,4,21,0,0,2,0,0,0,player_1,player_2,44
6,3,1,0,12,4,2,6,8,2,1,0,2,1,player_1,player_2,17
1,5,5,0,1,6,6,2,5,4,4,4,0,5,player_2,player_1,3
14,0,2,1,0,5,5,7,3,0,0,5,1,5,player_1,player_1,30
7,10,2,3,2,4,0,4,1,1,1,3,3,7,player_1,player_2,15
17,1,0,0,0,0,4,23,0,0,1,0,2,0,player_1,player_2,42
2,6,0,0,7,3,8,2,0,6,5,1,1,7,player_2,player_2,8
9,10,2,0,1,1,3,6,9,1,0,0,6,0,player_2,player_2,17
16,1,2,0,2,2,1,16,1,1,1,0,5,0,player_1,player_1,40
15,0,4,0,3,2,3,12,1,2,1,0,0,5,player_2,player_2,28
16,2,0,0,0,1,1,14,3,2,1,3,2,3,player_1,player_2,18
4,1,1,7,6,0,6,2,6,1,0,7,6,1,player_2,player_1,6
10,2,7,0,2,1,0,16,0,0,1,1,1,7,player_1,player_2,29
18,0,1,2,0,2,0,24,0,0,0,0,0,1,player_1,player_2,48
4,0,8,2,3,7,7,2,0,5,0,7,0,3,player_1,player_2,9
0,4,4,0,5,5,5,1,4,4,4,4,4,4,player_1,player_1,1
6,0,2,1,1,0,0,24,0,3,1,1,8,1,player_1,player_1,30
4,1,2,4,1,8,2,3,1,2,0,11,9,0,player_1,player_1,13
20,1,0,4,0,0,6,8,1,8,0,0,0,0,tie,player_2,36
3,2,1,7,7,7,5,1,5,4,0,5,1,0,player_1,player_1,5
5,2,12,7,7,0,3,2,1,7,0,1,1,0,player_1,player_1,12
12,1,3,1,2,0,1,16,1,0,0,8,1,2,player_1,player_1,22
1,5,5,0,5,5,1,2,6,5,5,4,4,0,player_2,player_2,3
14,0,3,0,1,0,10,4,7,0,2,0,7,0,player_2,player_1,13
10,1,14,0,1,7,5,5,4,1,0,0,0,0,player_2,player_2,21
3,0,2,1,9,7,1,3,3,0,2,1,9,7,player_2,player_2,9
8,0,13,1,0,0,0,14,1,2,2,3,2,2,player_1,player_2,22
7,1,2,2,0,1,6,20,4,1,0,1,3,0,player_1,player_1,22
2,2,0,3,2,0,8,13,0,1,0,2,8,7,player_1,player_1,12
3,1,1,1,9,0,0,11,0,10,0,2,6,4,player_1,player_2,15
14,0,7,1,0,1,0,24,0,0,0,0,0,1,player_1,player_2,42
13,2,0,2,1,4,0,13,0,3,1,8,1,0,player_2,player_1,30
1,5,5,5,4,4,0,1,5,5,5,4,4,0,player_1,player_1,2
5,3,0,2,1,0,0,7,1,12,0,11,2,4,player_1,player_1,23
10,5,0,2,7,0,2,7,5,4,0,2,0,4,player_1,player_1,24
14,1,1,0,1,1,1,17,0,2,3,5,1,1,player_1,player_1,36
4,0,9,0,0,0,1,8,11,2,1,11,1,0,player_1,player_2,21
8,1,0,4,11,0,1,7,1,1,2,4,3,5,player_1,player_2,23
6,0,0,10,0,1,1,8,0,3,3,1,4,11,player_1,player_1,19
14,0,3,10,9,0,1,2,2,0,7,0,0,0,player_2,player_2,14
10,1,0,1,1,4,0,13,1,1,0,6,10,0,player_1,player_1,20
6,1,11,1,0,1,0,21,1,0,0,1,0,5,player_1,player_1,22
9,0,5,2,0,2,14,6,3,0,3,0,2,2,player_1,player_1,25
1,5,5,0,1,6,6,2,5,4,4,4,0,5,player_1,player_1,3
3,0,0,7,1,7,1,12,0,2,8,0,0,7,player_1,player_2,11
3,2,7,7,0,1,1,10,2,2,3,0,2,8,player_2,player_1,9
1,1,6,6,5,5,4,0,4,4,4,4,4,0,player_1,player_1,2
6,2,1,10,0,11,0,7,0,1,0,10,0,0,player_1,player_1,17
1,1,5,5,5,5,4,0,4,4,4,0,5,5,player_2,player_1,2
5,0,2,9,0,10,8,5,0,0,3,3,2,1,player_1,player_1,16
10,0,0,0,4,3,0,12,0,3,10,2,1,3,player_2,player_1,35
21,0,1,0,1,0,0,18,0,0,0,1,0,6,tie,player_2,58
3,7,6,6,1,2,2,3,7,6,0,5,0,0,player_1,player_1,6
14,2,3,0,0,0,0,15,0,7,0,2,2,3,player_1,player_2,31
16,0,0,1,0,2,1,22,0,0,0,3,1,2,player_1,player_1,47
10,0,0,0,1,0,8,13,2,2,9,1,1,1,player_1,player_2,14
9,0,5,2,1,0,3,9,1,0,6,6,4,2,player_1,player_2,27
24,0,1,1,2,2,1,15,1,1,0,0,0,0,player_2,player_2,42
4,3,6,0,2,0,1,12,2,1,3,0,3,11,player_1,player_2,15
3,0,2,1,5,4,9,4,2,7,1,0,2,8,player_1,player_2,12
4,8,1,8,1,1,7,4,1,0,0,0,4,9,player_1,player_1,10
19,1,2,0,2,1,0,17,0,1,0,5,0,0,tie,player_2,35
4,4,0,11,2,0,4,6,4,1,8,0,0,4,player_1,player_1,16
2,0,2,7,0,8,0,10,0,0,7,6,6,0,player_2,player_2,10
16,3,1,1,0,0,2,11,2,0,6,1,0,5,player_2,player_1,28
10,3,1,4,0,0,6,7,3,5,1,1,6,1,player_2,player_2,17
11,5,1,2,8,0,0,10,1,5,1,2,2,0,player_1,player_1,30
1,4,0,5,5,5,5,0,4,0,1,6,6,6,player_2,player_1,3
4,7,7,5,0,3,0,3,7,6,1,1,3,1,tie,player_2,8
18,0,0,1,1,0,0,23,0,0,3,0,0,2,player_1,player_1,53
3,6,6,1,1,0,1,5,7,2,7,0,8,1,player_1,player_1,9
10,0,1,1,15,1,1,5,0,0,5,0,2,7,player_1,player_1,24
0,0,5,1,6,6,5,1,4,4,4,4,4,4,player_1,player_2,2
11,1,1,1,11,11,0,4,3,1,0,1,2,1,player_2,player_2,19
15,4,7,1,0,1,1,9,4,3,0,2,0,1,player_2,player_1,33
8,6,1,5,1,0,6,6,3,4,1,5,0,2,player_2,player_1,24
4,4,4,8,2,1,0,3,0,4,3,3,10,2,player_1,player_1,10
2,1,8,0,7,1,6,9,1,1,6,5,0,1,player_1,player_2,7
1,5,5,0,5,1,0,4,0,8,7,0,6,6,player_1,player_1,7
16,0,2,1,0,4,0,11,1,0,4,7,1,1,player_1,player_2,23
11,5,2,5,0,3,0,11,4,2,2,0,3,0,tie,player_2,27
15,1,3,1,0,8,1,10,0,3,1,4,0,1,player_2,player_1,38
5,0,3,3,2,4,0,11,0,3,1,5,1,10,player_1,player_2,17
1,4,4,0,5,5,0,2,5,0,6,6,5,5,player_1,player_2,3
3,0,6,6,2,7,1,3,0,6,6,2,6,0,player_2,player_1,6
10,2,1,0,4,5,1,12,2,1,1,1,1,7,player_2,player_2,28
5,0,3,10,9,0,3,7,3,1,0,3,3,1,player_2,player_2,14
10,0,4,0,6,0,8,8,1,0,5,0,6,0,player_1,player_2,29
11,0,3,2,2,0,0,12,0,2,7,3,4,2,player_1,player_2,40
0,0,5,0,7,6,5,1,0,5,5,5,5,4,tie,player_2,4
2,5,1,6,6,5,5,0,4,4,0,5,5,0,player_2,player_1,3
12,2,11,0,11,0,8,2,0,1,1,0,0,0,player_1,player_1,24
19,0,0,1,0,0,0,24,0,1,3,0,0,0,player_1,player_2,67
10,1,1,1,15,0,0,6,3,1,1,7,2,0,player_1,player_2,21
16,2,1,3,0,0,1,15,1,3,2,0,2,2,player_1,player_2,39
3,7,0,0,2,8,1,5,7,6,0,1,1,7,player_1,player_2,9
6,1,0,1,12,6,3,7,0,1,9,0,2,0,player_1,player_1,18
4,7,0,2,0,5,9,3,1,1,3,2,9,2,player_1,player_2,11
7,9,0,8,0,2,0,4,8,0,7,2,1,0,player_2,player_2,13
5,0,2,9,1,0,2,20,0,0,0,9,0,0,player_1,player_2,21
10,0,2,2,1,7,5,11,0,2,3,2,0,3,tie,player_1,23
14,2,3,0,2,2,2,14,1,1,0,4,1,2,player_1,player_1,18
7,1,3,0,4,6,9,6,8,0,1,3,0,0,player_1,player_1,16
6,8,0,2,0,4,0,5,0,0,5,11,2,5,player_2,player_2,17
9,1,0,1,0,2,2,19,0,2,0,3,1,8,player_2,player_1,31
17,1,2,2,3,0,0,8,1,12,2,0,0,0,player_1,player_1,25
24,1,1,0,0,3,0,15,0,0,0,0,3,1,player_2,player_2,45
2,1,6,6,5,0,5,1,5,0,6,5,5,1,player_2,player_2,4
2,6,0,2,6,6,6,1,5,0,5,1,1,7,player_2,player_1,6
5,8,2,4,0,9,1,3,6,6,0,2,1,1,player_1,player_1,12
17,0,1,0,0,4,3,21,2,0,0,0,0,0,player_2,player_2,37
12,2,7,0,2,0,0,6,0,2,8,7,1,1,player_2,player_1,16
0,4,4,4,0,5,5,1,5,4,4,4,4,4,player_2,player_2,1
24,0,0,0,0,0,0,24,0,0,0,0,0,0,tie,,30
2,5,0,6,1,6,6,2,5,4,0,5,0,6,tie,player_1,4
3,7,6,0,0,0,3,4,0,8,1,7,1,8,player_1,player_1,9
23,0,0,0,1,0,1,16,2,1,1,0,0,3,player_2,player_2,55
13,0,0,3,0,1,2,24,1,2,2,0,0,0,player_1,player_2,24
2,6,2,0,1,1,1,5,2,0,10,9,2,7,player_1,player_2,11
13,1,1,0,2,2,3,17,2,1,1,0,0,5,player_2,player_2,35
5,1,1,0,1,4,1,14,1,3,0,12,1,4,player_1,player_2,26
12,0,0,2,0,0,1,22,0,0,0,2,6,3,player_1,player_1,29
1,0,0,2,1,8,0,4,1,3,4,8,8,8,player_1,player_2,8
15,2,1,0,2,3,2,11,2,4,3,0,3,0,player_1,player_1,21
6,6,3,2,1,3,0,6,9,5,2,4,1,0,player_2,player_2,18
22,0,0,1,1,0,0,19,1,0,2,1,0,1,player_2,player_1,41
10,4,11,0,0,9,0,3,0,0,4,4,3,0,player_1,player_2,18
2,6,0,5,0,1,8,3,6,6,4,0,1,6,player_2,player_2,6
9,12,3,2,0,1,1,8,2,3,1,4,2,0,player_2,player_1,26
11,4,0,5,0,2,12,8,2,1,0,0,2,1,player_2,player_2,21
6,0,2,7,4,2,7,5,8,1,3,2,1,0,player_1,player_2,21
8,0,1,8,0,2,0,24,0,4,0,0,1,0,player_1,player_2,21
15,2,4,3,1,0,0,4,1,0,3,2,3,10,tie,player_1,20
25,0,0,1,0,0,0,19,0,0,0,1,2,0,player_2,,35
6,0,0,2,1,9,7,3,7,5,1,0,7,0,player_2,player_2,8
1,4,4,0,5,0,6,2,0,1,7,6,6,6,tie,player_1,4
16,2,2,0,2,1,1,15,1,0,0,1,2,5,player_1,player_1,36
14,3,1,2,4,3,0,15,0,0,1,0,1,4,player_1,player_1,47
21,1,0,0,0,0,2,14,0,2,2,0,6,0,player_2,player_2,28
0,4,4,0,0,6,6,2,5,5,4,4,4,4,player_2,player_2,2
9,0,0,0,7,1,1,12,0,4,0,0,3,11,player_1,player_2,25
14,1,5,0,1,13,3,7,0,0,0,0,2,2,player_2,player_1,21
3,3,3,7,0,1,0,3,0,4,2,11,8,3,player_2,player_1,10
3,7,2,6,1,3,1,3,3,1,7,3,8,0,tie,player_1,8
5,3,0,5,2,7,2,8,0,7,0,0,9,0,player_1,player_1,21
34,0,0,0,0,0,0,14,0,0,0,0,0,0,player_2,,36
3,6,0,7,6,5,0,7,0,0,6,0,7,1,player_2,player_1,7
21,1,0,0,2,0,0,17,0,2,2,2,1,0,player_2,player_1,43
21,5,1,0,0,0,4,12,0,0,0,2,3,0,tie,player_2,38
8,5,3,0,12,1,0,10,1,5,3,0,0,0,player_1,player_1,20
3,1,3,7,0,2,3,3,7,2,5,4,8,0,player_2,player_2,10
13,0,2,3,0,0,0,16,0,3,0,10,1,0,player_2,player_1,36
2,6,5,0,0,3,7,3,6,5,4,0,1,6,player_2,player_2,6
14,0,2,3,3,1,7,5,2,1,2,2,2,4,player_2,player_2,17
12,2,2,12,0,1,1,8,4,0,2,0,0,4,player_1,player_1,27
5,7,0,6,9,1,0,4,6,2,0,8,0,0,player_1,player_2,13
10,0,1,1,6,3,12,5,3,4,0,1,1,1,player_1,player_2,21
16,0,0,1,3,0,0,17,2,2,0,0,5,2,player_2,player_2,40
6,9,1,1,2,0,0,7,1,2,5,0,3,11,player_1,player_1,19
5,1,9,6,5,1,0,4,7,0,0,6,2,2,player_2,player_1,10
8,1,0,2,0,0,14,15,2,1,1,1,1,2,player_1,player_2,22
14,0,0,8,0,2,0,12,0,1,4,1,6,0,player_2,player_1,35
9,1,1,0,0,0,0,19,0,0,4,1,12,1,tie,player_2,19
16,0,2,2,1,1,2,14,0,1,3,1,4,1,player_2,player_1,17
13,1,1,0,2,6,0,14,2,0,0,4,4,1,player_1,player_2,31
10,0,0,1,7,6,4,6,0,0,1,7,0,6,tie,player_2,32
2,5,1,5,5,0,6,1,5,5,1,0,6,6,player_2,player_2,4
20,0,0,0,0,2,0,25,0,0,1,0,0,0,player_1,,54
15,1,0,0,1,4,4,6,0,1,8,3,0,5,player_2,player_2,21
4,3,9,1,9,0,3,4,1,0,8,1,1,4,player_2,player_1,14
19,0,0,2,1,3,0,19,0,1,0,0,0,3,player_2,player_1,50
21,3,2,0,1,6,1,7,3,1,0,0,2,1,tie,player_2,26
5,2,0,4,3,9,0,6,8,1,0,8,1,1,player_2,player_1,13
4,7,1,1,4,4,0,6,8,1,0,2,1,9,player_2,player_2,12
3,7,0,2,1,10,2,5,7,5,5,0,0,1,player_1,player_2,11
7,0,9,0,1,1,4,5,1,0,3,11,6,0,player_2,player_1,20
16,8,4,0,1,3,3,3,2,4,2,0,2,0,player_1,player_1,13
4,0,4,0,10,9,0,4,7,6,0,2,0,2,player_1,player_2,11
10,4,1,5,0,5,0,21,0,0,0,0,2,0,player_1,player_1,24
4,0,0,9,1,1,4,14,1,2,1,1,8,2,player_1,player_2,14
11,5,1,0,2,5,4,11,1,2,2,4,0,0,player_2,player_2,26
6,4,0,3,7,2,4,5,5,3,4,0,2,3,tie,player_1,24
3,2,8,7,1,0,1,4,2,9,7,1,1,2,player_1,player_2,11
4,2,0,0,0,10,9,3,5,5,5,1,0,4,player_2,player_2,10
0,0,5,5,5,5,4,0,4,0,5,5,5,5,player_2,player_1,2
7,0,4,1,4,6,2,8,6,0,0,6,2,2,player_1,player_2,22
21,2,1,3,1,2,0,9,0,1,1,2,5,0,player_2,player_1,39
9,0,0,1,2,5,2,11,0,3,7,0,0,8,player_1,player_1,30
12,3,3,0,4,4,4,14,0,0,2,0,2,0,player_2,player_1,31
2,6,6,5,0,0,6,4,6,0,6,0,6,1,player_2,player_1,6
18,0,1,1,1,3,0,5,4,10,0,0,4,1,player_2,player_2,20
7,0,5,0,3,0,2,23,1,0,0,1,6,0,player_1,player_1,27
9,2,0,4,4,4,1,12,2,2,1,5,1,1,tie,player_2,28
2,2,5,5,5,5,0,1,5,5,0,1,6,6,player_2,player_1,4
5,7,6,0,0,2,7,3,0,7,1,6,2,2,player_2,player_1,8
15,3,2,1,0,1,0,17,2,0,1,2,2,2,player_2,player_1,40
19,2,0,2,3,3,5,8,1,2,0,1,2,0,player_2,player_2,29
6,1,1,0,4,9,8,3,7,1,3,1,4,0,player_1,player_1,13
15,2,1,1,1,1,0,12,2,2,2,0,4,5,player_2,player_1,38
0,4,0,5,5,5,0,1,5,1,6,6,5,5,player_2,player_2,3
1,1,0,2,7,7,6,2,5,4,4,4,0,5,player_2,player_2,4
3,7,1,1,1,0,0,5,3,2,8,1,6,10,player_2,player_2,11
7,0,10,3,3,2,1,12,5,1,1,1,2,0,player_2,player_1,21
5,1,2,0,0,0,10,9,1,3,0,1,5,11,player_2,player_2,18
14,1,4,2,2,3,2,4,2,0,10,2,2,0,player_2,player_1,16
6,0,1,4,1,1,15,13,0,0,4,1,1,1,player_1,player_2,25
17,6,1,0,0,1,1,17,0,0,0,2,0,3,player_2,player_1,40
5,0,0,1,2,1,1,14,2,1,0,1,8,12,player_2,player_2,28
16,0,0,2,1,0,4,13,0,6,0,0,4,2,player_1,player_1,31
12,3,1,3,0,1,2,14,2,6,1,2,1,0,player_2,player_1,31
12,1,0,1,5,1,0,9,2,5,8,0,3,1,player_2,player_2,29
10,2,3,3,0,0,4,5,2,9,1,4,4,1,player_2,player_2,15
11,12,0,0,0,0,1,17,0,0,0,0,0,7,player_1,player_1,27
22,0,0,1,0,3,3,17,0,0,0,0,0,2,player_1,player_2,44
0,0,1,6,1,7,6,1,0,7,5,5,5,4,player_2,player_2,5
10,0,0,0,0,1,0,7,2,1,2,15,10,0,player_2,player_2,20
20,1,1,1,0,1,1,17,0,0,1,4,0,1,player_1,player_1,36
2,2,0,3,3,2,3,5,2,6,9,2,9,0,player_1,player_2,11
8,0,0,10,0,5,1,5,3,0,0,10,3,3,player_1,player_1,16
6,2,1,10,2,3,1,15,3,1,3,0,1,0,player_2,player_1,19
7,4,1,0,5,0,1,10,0,0,6,10,4,0,player_1,player_2,21
2,6,0,5,0,2,2,5,7,7,0,5,1,6,player_1,player_2,7
16,1,4,2,3,1,6,9,1,3,0,0,2,0,player_1,player_1,35
18,2,0,0,0,0,2,24,0,0,0,0,2,0,player_1,player_1,54
10,1,1,5,4,0,0,13,0,0,2,0,7,5,player_2,player_2,32
3,6,1,6,0,1,8,2,1,2,7,2,1,8,player_1,player_2,8
2,6,6,0,1,6,0,3,6,5,5,0,2,6,player_1,player_1,5
16,0,0,0,1,0,0,19,0,7,0,1,3,1,player_1,player_1,45
3,2,1,1,10,3,1,4,4,8,1,0,10,0,player_2,player_1,13
2,1,3,0,0,8,4,3,1,9,8,1,7,1,player_2,player_2,9
0,4,4,0,5,1,6,2,0,6,5,5,5,5,player_1,player_1,3
17,1,6,0,1,0,2,11,0,0,1,5,3,1,player_1,player_2,19
9,1,0,0,2,1,0,15,12,1,2,2,0,3,player_1,player_2,32
2,0,1,7,0,3,8,3,1,1,7,1,7,7,player_1,player_2,8
5,9,9,2,0,2,0,7,2,0,2,9,1,0,player_2,player_2,18
25,1,1,1,1,1,2,10,1,3,0,1,1,0,player_2,,42
3,0,4,4,0,2,3,16,0,11,1,1,0,3,player_1,player_1,17
15,0,0,0,0,3,3,18,2,1,0,3,3,0,player_2,player_2,46
5,7,3,1,8,1,8,2,6,0,2,2,3,0,player_2,player_1,9
5,9,1,0,1,2,1,9,10,1,2,0,4,3,tie,player_1,16
16,0,2,0,3,0,0,23,0,2,0,1,1,0,player_1,player_1,49
5,0,0,1,6,1,0,22,2,0,6,2,3,0,player_1,player_2,19
7,10,1,0,3,3,2,16,0,0,0,6,0,0,player_1,player_2,21
13,1,1,3,2,2,1,22,0,0,0,1,1,1,player_1,player_1,37
21,0,2,1,0,7,1,9,3,0,0,0,0,4,player_1,player_1,33
16,0,0,0,2,2,2,17,5,0,0,1,1,2,player_1,player_1,47
2,6,2,0,6,1,3,3,2,0,2,7,7,7,tie,player_2,7
10,1,3,3,4,0,2,7,0,2,10,1,4,1,player_2,player_2,16
11,0,0,3,9,1,2,9,1,1,0,0,2,9,player_2,player_2,12
12,0,0,3,1,0,4,15,6,1,2,1,0,3,player_1,player_1,44
17,1,1,12,2,1,0,8,2,1,0,2,0,1,player_2,player_2,30
0,4,4,4,0,1,6,2,1,6,5,5,5,5,player_1,player_2,3
2,2,0,2,8,7,1,3,0,8,8,0,6,1,player_2,player_1,9
4,8,3,1,4,1,0,4,0,0,9,4,1,9,player_1,player_1,13
23,2,1,1,0,4,1,12,1,0,0,0,2,1,player_2,player_1,20
15,1,5,2,12,0,1,11,1,0,0,0,0,0,player_2,player_1,20
12,1,0,3,3,6,3,6,2,10,1,1,0,0,player_1,player_2,15
6,2,4,0,2,2,5,10,1,0,0,1,3,12,player_1,player_2,17
2,0,2,6,6,6,6,0,4,4,0,5,1,6,player_1,player_2,4
7,2,3,3,0,3,1,8,0,11,1,2,4,3,player_2,player_1,19
11,0,0,4,0,1,1,12,0,16,1,2,0,0,player_1,player_1,27
17,0,5,0,1,0,1,13,3,1,0,2,4,1,player_1,player_1,39
9,4,5,0,0,2,1,10,3,1,8,4,1,0,player_2,player_1,26
2,6,6,6,1,1,0,4,2,7,7,6,0,0,player_1,player_1,7
